product_name,price,category,source,timestamp,discount_percent,is_bestseller,rating,view_count,sales_rank,url
Sample Product 1954,1814.4871081086012,soft-drinks,Jumia,2025-05-04 17:39:36.093928,10,True,2.7,120,41,https://www.jumia.com/products/86509
Sample Product 4318,1362.2985501912976,detergents,Konga,2025-04-14 17:39:36.093939,10,True,3.3,372,2,https://www.konga.com/products/13707
Sample Product 4487,1329.9726583246245,food,Jiji,2025-05-10 17:39:36.093950,20,True,4.6,239,30,https://www.jiji.com/products/49926
Sample Product 3453,3674.45118494929,soft-drinks,Jiji,2025-05-05 17:39:36.093960,10,False,2.2,432,23,https://www.jiji.com/products/69619
Sample Product 6730,8072.645688460677,personal-care,Jiji,2025-04-23 17:39:36.093970,0,True,2.7,207,62,https://www.jiji.com/products/57718
Sample Product 6987,2527.950707664003,personal-care,Konga,2025-04-12 17:39:36.093995,0,False,1.5,883,61,https://www.konga.com/products/81386
Sample Product 2282,6587.548166236961,beverages,PayPorte,2025-05-10 17:39:36.094006,0,False,4.3,640,25,https://www.payporte.com/products/33668
Sample Product 8374,3816.7465532737288,snacks,Slot,2025-05-12 17:39:36.094017,15,False,4.1,758,62,https://www.slot.com/products/70574
Sample Product 9772,7127.295753013958,soft-drinks,Jiji,2025-04-19 17:39:36.094030,10,True,3.9,943,56,https://www.jiji.com/products/38152
Sample Product 6808,7204.076339717911,soft-drinks,Slot,2025-04-23 17:39:36.094041,10,False,3.9,531,24,https://www.slot.com/products/52066
Sample Product 1904,3874.397256976197,snacks,Jiji,2025-05-12 17:39:36.094051,5,True,1.4,449,5,https://www.jiji.com/products/10508
Sample Product 4250,4069.658039978223,personal-care,Konga,2025-05-08 17:39:36.094061,10,True,3.5,814,28,https://www.konga.com/products/90202
Sample Product 5795,9490.139447141482,detergents,Temu,2025-04-28 17:39:36.094071,5,True,2.9,354,26,https://www.temu.com/products/92313
Sample Product 8707,9313.241790565557,food,Konga,2025-05-02 17:39:36.094081,20,False,3.5,350,76,https://www.konga.com/products/67818
Sample Product 3188,7193.64166265464,soft-drinks,Jumia,2025-05-08 17:39:36.094091,10,True,2.0,87,39,https://www.jumia.com/products/99104
Sample Product 3314,1393.0568584926696,detergents,Temu,2025-04-18 17:39:36.094101,15,True,3.0,675,11,https://www.temu.com/products/41176
Sample Product 7810,1438.3578216088167,personal-care,Slot,2025-05-11 17:39:36.094112,5,False,3.3,931,4,https://www.slot.com/products/59590
Sample Product 5674,9742.655045819964,soft-drinks,Slot,2025-05-05 17:39:36.094123,5,True,3.9,574,23,https://www.slot.com/products/10433
Sample Product 2827,811.4723790190261,soft-drinks,Jiji,2025-05-03 17:39:36.094135,10,False,2.4,30,46,https://www.jiji.com/products/49355
Sample Product 8631,9725.54054874903,personal-care,Temu,2025-04-15 17:39:36.094146,20,False,2.6,619,10,https://www.temu.com/products/29087
Sample Product 8799,6497.924611322872,beverages,Jumia,2025-05-07 17:39:36.094156,10,False,3.7,670,75,https://www.jumia.com/products/15546
Sample Product 8509,1115.34614462812,food,Temu,2025-04-19 17:39:36.094168,15,True,2.6,561,96,https://www.temu.com/products/49235
Sample Product 7793,3591.859488147476,personal-care,Jiji,2025-05-01 17:39:36.094181,10,False,2.8,134,31,https://www.jiji.com/products/99877
Sample Product 4372,4275.793123241834,beverages,Konga,2025-05-07 17:39:36.094191,20,True,3.2,317,84,https://www.konga.com/products/63953
Sample Product 3180,2740.374735046601,detergents,Jiji,2025-05-11 17:39:36.094202,0,True,2.7,232,83,https://www.jiji.com/products/63561
Sample Product 8185,4704.253580022298,snacks,PayPorte,2025-04-13 17:39:36.094213,10,True,2.8,396,66,https://www.payporte.com/products/86272
Sample Product 2297,4420.773326307892,snacks,Jiji,2025-05-03 17:39:36.094224,15,True,2.8,461,14,https://www.jiji.com/products/16325
Sample Product 6777,8919.079109939457,snacks,Konga,2025-05-06 17:39:36.094235,15,False,3.5,335,74,https://www.konga.com/products/64376
Sample Product 5995,4603.478739147783,beverages,Jumia,2025-05-05 17:39:36.094248,20,True,2.4,620,21,https://www.jumia.com/products/85978
Sample Product 6833,8932.280539286194,soft-drinks,Temu,2025-04-26 17:39:36.094258,0,False,3.0,992,53,https://www.temu.com/products/87982
Sample Product 8900,4254.368702051552,soft-drinks,Konga,2025-05-08 17:39:36.094268,20,False,4.5,965,23,https://www.konga.com/products/44012
Sample Product 8564,7187.832682055585,soft-drinks,Slot,2025-04-21 17:39:36.094277,15,False,4.3,95,94,https://www.slot.com/products/86581
Sample Product 6496,3530.083973648623,beverages,Jiji,2025-05-01 17:39:36.094289,10,True,2.3,281,75,https://www.jiji.com/products/73763
Sample Product 9167,5615.513171589774,soft-drinks,Jiji,2025-04-21 17:39:36.094298,20,False,4.0,174,51,https://www.jiji.com/products/49546
Sample Product 4663,7400.138705542652,soft-drinks,Jiji,2025-04-17 17:39:36.094307,20,True,3.8,808,10,https://www.jiji.com/products/31504
Sample Product 2199,7958.465757199925,soft-drinks,Jiji,2025-04-21 17:39:36.094316,10,False,4.7,243,5,https://www.jiji.com/products/62016
Sample Product 7711,4002.1109471551786,snacks,PayPorte,2025-05-11 17:39:36.094324,5,False,4.3,673,80,https://www.payporte.com/products/15411
Sample Product 1142,9945.29574149498,snacks,Temu,2025-05-04 17:39:36.094333,15,False,2.4,255,59,https://www.temu.com/products/21176
Sample Product 1966,1531.836178361884,soft-drinks,Temu,2025-04-19 17:39:36.094344,10,True,4.8,850,34,https://www.temu.com/products/57502
Sample Product 5438,5662.103415097703,food,Temu,2025-04-30 17:39:36.094354,10,True,4.0,598,25,https://www.temu.com/products/20816
Sample Product 5461,9925.946127753645,food,Slot,2025-04-28 17:39:36.094365,5,True,1.3,318,94,https://www.slot.com/products/87233
Sample Product 3154,1645.785219608738,personal-care,Jumia,2025-04-17 17:39:36.094374,0,False,3.1,144,19,https://www.jumia.com/products/30925
Sample Product 4218,3217.7192113306783,detergents,Jiji,2025-05-10 17:39:36.094385,5,False,1.8,84,9,https://www.jiji.com/products/94141
Sample Product 1113,9672.129123612256,personal-care,PayPorte,2025-04-20 17:39:36.094395,0,False,3.0,639,12,https://www.payporte.com/products/91719
Sample Product 8029,9076.75555636984,personal-care,Konga,2025-05-08 17:39:36.094404,5,True,4.4,169,96,https://www.konga.com/products/49362
Sample Product 1022,8578.741243975077,detergents,Jiji,2025-05-01 17:39:36.094413,5,False,3.7,448,75,https://www.jiji.com/products/91536
Sample Product 2473,9926.442845804444,soft-drinks,Jumia,2025-04-12 17:39:36.094422,10,True,1.1,525,74,https://www.jumia.com/products/36412
Sample Product 8745,3983.421355163201,snacks,Temu,2025-04-29 17:39:36.094435,20,True,4.8,267,36,https://www.temu.com/products/78998
Sample Product 4221,8514.887095832319,food,Slot,2025-05-02 17:39:36.094446,20,False,2.8,257,25,https://www.slot.com/products/64219
Sample Product 9406,914.1767055441434,food,Konga,2025-05-10 17:39:36.094457,10,False,2.2,705,93,https://www.konga.com/products/23587
Sample Product 1519,2721.747776201138,food,Slot,2025-04-28 17:39:36.094468,5,True,3.2,16,10,https://www.slot.com/products/88419
Sample Product 7458,4403.483684086903,personal-care,Slot,2025-04-15 17:39:36.094477,20,False,1.2,853,37,https://www.slot.com/products/30275
Sample Product 7412,6024.497871254933,personal-care,Konga,2025-05-01 17:39:36.094487,10,True,3.1,258,60,https://www.konga.com/products/54689
Sample Product 4506,5693.050500518436,snacks,PayPorte,2025-05-04 17:39:36.094496,10,True,2.7,980,46,https://www.payporte.com/products/84259
Sample Product 7661,8301.726387703375,food,Jiji,2025-04-13 17:39:36.094505,20,True,3.0,994,33,https://www.jiji.com/products/43833
Sample Product 5014,9032.635886282284,soft-drinks,Konga,2025-05-08 17:39:36.094515,20,False,4.5,226,36,https://www.konga.com/products/63645
Sample Product 7380,3923.285064187932,food,Slot,2025-04-29 17:39:36.094524,20,False,2.7,596,25,https://www.slot.com/products/35235
Sample Product 8416,8964.53154987504,beverages,Jumia,2025-05-05 17:39:36.094535,0,True,4.0,944,42,https://www.jumia.com/products/15746
Sample Product 2203,8825.843003027196,beverages,Slot,2025-04-20 17:39:36.094546,15,True,1.8,474,42,https://www.slot.com/products/90928
Sample Product 4881,4639.399317189147,personal-care,Temu,2025-04-12 17:39:36.094555,5,True,2.5,813,36,https://www.temu.com/products/29538
Sample Product 2374,8290.907662830567,detergents,Konga,2025-05-02 17:39:36.094565,5,False,1.9,566,93,https://www.konga.com/products/92112
Sample Product 5894,2146.4774030630465,personal-care,Konga,2025-04-12 17:39:36.094574,20,False,3.7,692,64,https://www.konga.com/products/71444
Sample Product 4125,3184.7254680491938,food,Jiji,2025-04-23 17:39:36.094583,15,True,2.9,346,10,https://www.jiji.com/products/13730
Sample Product 1488,6730.794783441943,beverages,Temu,2025-05-08 17:39:36.094592,20,True,1.2,990,48,https://www.temu.com/products/91678
Sample Product 4933,5461.857004807124,beverages,Jumia,2025-05-08 17:39:36.094601,5,False,1.8,788,29,https://www.jumia.com/products/36036
Sample Product 5717,5848.033078762388,food,Konga,2025-04-12 17:39:36.094610,0,False,3.5,521,45,https://www.konga.com/products/43709
Sample Product 8355,6582.655901598439,personal-care,Jiji,2025-05-07 17:39:36.094620,20,False,1.7,741,49,https://www.jiji.com/products/74226
Sample Product 6013,5217.613481966571,personal-care,Konga,2025-04-24 17:39:36.094629,20,False,4.6,573,45,https://www.konga.com/products/62094
Sample Product 9530,8489.541913937843,detergents,PayPorte,2025-04-24 17:39:36.094640,20,True,2.9,812,62,https://www.payporte.com/products/96451
Sample Product 7768,1353.4311670413947,soft-drinks,PayPorte,2025-04-14 17:39:36.094649,10,True,1.6,313,98,https://www.payporte.com/products/94382
Sample Product 9905,1632.1737427978703,personal-care,Jiji,2025-04-12 17:39:36.094658,15,False,2.1,800,26,https://www.jiji.com/products/93421
Sample Product 6441,7839.539476000556,snacks,Jumia,2025-04-23 17:39:36.094673,20,False,2.7,950,95,https://www.jumia.com/products/79280
Sample Product 9226,8409.11237136372,snacks,Slot,2025-04-26 17:39:36.094683,20,False,1.9,108,78,https://www.slot.com/products/37255
Sample Product 9111,6958.58746584211,personal-care,Jumia,2025-04-12 17:39:36.094692,20,True,5.0,737,11,https://www.jumia.com/products/83736
Sample Product 1620,6970.199218092152,food,Konga,2025-04-23 17:39:36.094701,0,True,3.0,717,7,https://www.konga.com/products/74389
Sample Product 4326,6830.519662231349,detergents,PayPorte,2025-05-04 17:39:36.094710,10,True,3.6,928,37,https://www.payporte.com/products/66318
Sample Product 8017,882.468806681268,soft-drinks,Jiji,2025-05-02 17:39:36.094720,10,True,2.6,394,86,https://www.jiji.com/products/13124
Sample Product 2743,2141.7557509385297,personal-care,Temu,2025-04-28 17:39:36.094729,5,True,2.2,849,98,https://www.temu.com/products/39338
Sample Product 8735,8183.737757418915,food,Jumia,2025-04-28 17:39:36.094740,20,True,4.4,379,82,https://www.jumia.com/products/11013
Sample Product 3698,1385.3008007435992,food,Slot,2025-04-30 17:39:36.094750,10,False,4.4,372,64,https://www.slot.com/products/43917
Sample Product 1540,1263.1456726591034,personal-care,Jumia,2025-05-12 17:39:36.094759,5,True,1.1,855,76,https://www.jumia.com/products/81895
Sample Product 2466,8453.625748819919,personal-care,Temu,2025-04-20 17:39:36.094768,5,True,2.2,577,73,https://www.temu.com/products/28426
Sample Product 7061,942.186163050018,snacks,Konga,2025-05-07 17:39:36.094777,20,False,3.6,947,52,https://www.konga.com/products/67047
Sample Product 9649,6536.989793064996,food,Temu,2025-05-03 17:39:36.094787,5,True,2.7,898,80,https://www.temu.com/products/96568
Sample Product 7617,3228.31947025272,beverages,Jumia,2025-05-08 17:39:36.094796,5,True,4.0,820,95,https://www.jumia.com/products/58578
Sample Product 8290,6165.67766527321,soft-drinks,Jiji,2025-04-12 17:39:36.094806,10,True,1.5,563,18,https://www.jiji.com/products/65081
Sample Product 4383,4199.768785999795,soft-drinks,PayPorte,2025-04-19 17:39:36.094815,20,True,2.2,121,8,https://www.payporte.com/products/74626
Sample Product 8311,7538.308226072253,detergents,PayPorte,2025-04-13 17:39:36.094825,20,True,1.0,174,9,https://www.payporte.com/products/28845
Sample Product 3383,9017.224145098036,beverages,Temu,2025-04-26 17:39:36.094836,5,True,3.0,264,87,https://www.temu.com/products/67438
Sample Product 5554,3099.1690532326406,food,Temu,2025-04-27 17:39:36.094846,15,False,2.1,44,14,https://www.temu.com/products/69673
Sample Product 7893,5391.954701354714,soft-drinks,Jumia,2025-05-01 17:39:36.094857,0,False,4.0,471,49,https://www.jumia.com/products/24451
Sample Product 3329,3252.1887825762155,snacks,Jumia,2025-04-27 17:39:36.094867,5,False,4.8,419,20,https://www.jumia.com/products/60696
Sample Product 3443,3900.9974762808793,personal-care,Jumia,2025-04-19 17:39:36.094879,0,True,1.4,551,48,https://www.jumia.com/products/26613
Sample Product 7722,1016.2573606744058,beverages,Jumia,2025-05-09 17:39:36.094889,20,False,3.3,779,54,https://www.jumia.com/products/41258
Sample Product 7800,8015.88097622687,detergents,Slot,2025-05-05 17:39:36.094898,0,True,2.9,383,59,https://www.slot.com/products/59878
Sample Product 6270,6384.188771175963,detergents,Konga,2025-04-20 17:39:36.094907,5,True,2.9,594,93,https://www.konga.com/products/36499
Sample Product 4490,7994.909108400919,snacks,PayPorte,2025-04-27 17:39:36.094916,20,True,3.1,463,61,https://www.payporte.com/products/85610
Sample Product 6896,5383.10638069258,soft-drinks,Jiji,2025-05-03 17:39:36.094925,10,False,1.7,301,36,https://www.jiji.com/products/67987
Sample Product 7937,3295.0270072610238,snacks,Jumia,2025-04-19 17:39:36.094936,15,False,3.2,909,56,https://www.jumia.com/products/54209
Sample Product 8400,9790.704215045864,soft-drinks,Slot,2025-04-22 17:39:36.094945,0,False,2.0,300,31,https://www.slot.com/products/31983
Sample Product 2969,1435.672444298216,soft-drinks,Jumia,2025-05-09 17:39:36.094954,5,False,3.6,435,24,https://www.jumia.com/products/88225
Sample Product 4903,6403.021425570591,soft-drinks,Konga,2025-05-02 17:39:36.094963,0,True,3.0,106,49,https://www.konga.com/products/31253
Sample Product 2300,7751.263424166018,food,Temu,2025-05-12 17:39:36.094972,0,True,3.0,529,19,https://www.temu.com/products/31240
Sample Product 5730,5939.538806672347,detergents,Jumia,2025-04-25 17:39:36.095059,0,False,3.6,51,51,https://www.jumia.com/products/53764
Sample Product 3020,7943.909575704143,personal-care,Temu,2025-05-05 17:39:36.095069,15,True,3.4,471,97,https://www.temu.com/products/40690
Sample Product 4218,865.4887552336419,detergents,Jiji,2025-05-09 17:39:36.095078,5,True,1.6,48,96,https://www.jiji.com/products/24047
Sample Product 1780,8650.2373906237,snacks,PayPorte,2025-05-12 17:39:36.095087,20,True,3.0,891,100,https://www.payporte.com/products/79142
Sample Product 3333,9963.17076365845,food,Temu,2025-05-06 17:39:36.095096,5,False,2.2,123,45,https://www.temu.com/products/13750
Sample Product 3775,1782.8051832193448,personal-care,PayPorte,2025-05-04 17:39:36.095108,5,True,2.8,70,18,https://www.payporte.com/products/73444
Sample Product 8945,8538.300556645238,snacks,Konga,2025-04-28 17:39:36.095118,10,False,3.8,918,22,https://www.konga.com/products/49904
Sample Product 7736,8670.652688962733,personal-care,Slot,2025-04-15 17:39:36.095128,20,True,1.9,667,60,https://www.slot.com/products/28288
Sample Product 7113,2374.2627677993337,beverages,Jumia,2025-04-19 17:39:36.095137,15,False,4.1,300,51,https://www.jumia.com/products/92769
Sample Product 4573,5416.027239305567,beverages,Konga,2025-05-09 17:39:36.095147,15,False,5.0,948,44,https://www.konga.com/products/88087
Sample Product 5904,6523.559498753786,soft-drinks,Temu,2025-04-25 17:39:36.095156,0,False,1.8,793,70,https://www.temu.com/products/89380
Sample Product 1436,1081.0936161898796,detergents,Jiji,2025-05-04 17:39:36.095166,10,False,4.5,414,53,https://www.jiji.com/products/90477
Sample Product 8085,5835.57848502673,personal-care,Jumia,2025-04-27 17:39:36.095175,0,False,3.8,431,79,https://www.jumia.com/products/24065
Sample Product 4852,5833.908473246121,soft-drinks,Jiji,2025-04-23 17:39:36.095184,0,True,4.9,963,69,https://www.jiji.com/products/79025
Sample Product 5361,6774.180204254765,food,Jumia,2025-04-15 17:39:36.095193,0,True,1.9,732,24,https://www.jumia.com/products/23549
Sample Product 8293,9796.424976855811,soft-drinks,PayPorte,2025-05-10 17:39:36.095205,10,False,1.6,17,43,https://www.payporte.com/products/14820
Sample Product 6317,8176.173471471707,soft-drinks,Temu,2025-04-18 17:39:36.095215,10,False,5.0,824,49,https://www.temu.com/products/42359
Sample Product 1009,9418.111243798432,beverages,Jiji,2025-04-20 17:39:36.095224,5,True,1.8,855,51,https://www.jiji.com/products/49310
Sample Product 1359,8798.72652451113,detergents,Temu,2025-04-27 17:39:36.095233,20,True,1.7,416,5,https://www.temu.com/products/32813
Sample Product 7895,8387.290260239553,detergents,Jumia,2025-05-03 17:39:36.095242,20,False,4.2,732,12,https://www.jumia.com/products/66181
Sample Product 1036,8945.218341042983,personal-care,Temu,2025-04-27 17:39:36.095251,20,False,2.6,95,42,https://www.temu.com/products/81189
Sample Product 5567,2405.317539410269,soft-drinks,Jiji,2025-05-04 17:39:36.095260,15,True,4.2,503,65,https://www.jiji.com/products/48321
Sample Product 7082,7634.677863529178,detergents,Jiji,2025-04-15 17:39:36.095269,0,False,4.5,621,38,https://www.jiji.com/products/34705
Sample Product 9876,7576.732729692178,soft-drinks,Temu,2025-04-17 17:39:36.095278,10,False,2.8,227,22,https://www.temu.com/products/52097
Sample Product 5169,638.889885301347,snacks,Slot,2025-04-20 17:39:36.095290,0,False,3.8,393,62,https://www.slot.com/products/18304
Sample Product 3505,5344.401170708549,soft-drinks,Temu,2025-04-30 17:39:36.095301,10,False,1.1,593,8,https://www.temu.com/products/28164
Sample Product 7560,8873.957159320662,soft-drinks,Jiji,2025-04-16 17:39:36.095311,0,True,2.4,444,100,https://www.jiji.com/products/60691
